tanggal,harga
23-Jul-18,48390
24-Jul-18,48310
25-Jul-18,47968
26-Jul-18,47356
27-Jul-18,46101
28-Jul-18,44364
29-Jul-18,43239
30-Jul-18,39030
31-Jul-18,38038
01-Aug-18,36551
02-Aug-18,35625
03-Aug-18,34943
04-Aug-18,33964
05-Aug-18,33663
06-Aug-18,32939
07-Aug-18,32747
08-Aug-18,32376
09-Aug-18,32275
10-Aug-18,31887
11-Aug-18,31611
12-Aug-18,31042
13-Aug-18,29973
14-Aug-18,29103
15-Aug-18,28870
16-Aug-18,27846
17-Aug-18,27012
18-Aug-18,26452
19-Aug-18,26178
20-Aug-18,24419
21-Aug-18,23816
22-Aug-18,23801
23-Aug-18,23426
24-Aug-18,23182
25-Aug-18,22895
26-Aug-18,22443
27-Aug-18,20645
28-Aug-18,19297
29-Aug-18,18671
30-Aug-18,18335
31-Aug-18,18218
01-Sep-18,17979
02-Sep-18,17816
03-Sep-18,17045
04-Sep-18,16708
05-Sep-18,16486
06-Sep-18,16112
07-Sep-18,16202
08-Sep-18,16023
09-Sep-18,15883
10-Sep-18,15762
11-Sep-18,15800
12-Sep-18,16021
13-Sep-18,16093
14-Sep-18,16025
15-Sep-18,16151
16-Sep-18,16160
17-Sep-18,16002
18-Sep-18,15952
19-Sep-18,15926
20-Sep-18,15846
21-Sep-18,15814
22-Sep-18,15764
23-Sep-18,15738
24-Sep-18,15751
25-Sep-18,15862
26-Sep-18,16018
27-Sep-18,16240
28-Sep-18,16383
29-Sep-18,16577
30-Sep-18,16668
01-Oct-18,17538
02-Oct-18,18591
03-Oct-18,19147
04-Oct-18,19877
05-Oct-18,19958
06-Oct-18,20150
07-Oct-18,20370
08-Oct-18,20618
09-Oct-18,20517
10-Oct-18,20456
11-Oct-18,20245
12-Oct-18,20586
13-Oct-18,20758
14-Oct-18,20780
15-Oct-18,21825
16-Oct-18,22221
17-Oct-18,22622
18-Oct-18,22676
19-Oct-18,22680
20-Oct-18,22747
21-Oct-18,22684
22-Oct-18,22506
23-Oct-18,22652
24-Oct-18,22411
25-Oct-18,22187
26-Oct-18,22195
27-Oct-18,22099
28-Oct-18,22000
29-Oct-18,21607
30-Oct-18,21587
31-Oct-18,21529
01-Nov-18,21503
02-Nov-18,21290
03-Nov-18,21392
04-Nov-18,21717
05-Nov-18,22133
06-Nov-18,22313
07-Nov-18,22461
08-Nov-18,22801
09-Nov-18,22870
10-Nov-18,22565
11-Nov-18,22561
12-Nov-18,22391
13-Nov-18,22141
14-Nov-18,21572
15-Nov-18,21068
16-Nov-18,20579
17-Nov-18,20346
18-Nov-18,20318
19-Nov-18,19896
20-Nov-18,19801
21-Nov-18,19842
22-Nov-18,19767
23-Nov-18,19625
24-Nov-18,19434
25-Nov-18,19382
26-Nov-18,18658
27-Nov-18,18154
28-Nov-18,18106
29-Nov-18,18198
30-Nov-18,18068
01-Dec-18,18103
02-Dec-18,18120
03-Dec-18,18206
04-Dec-18,18168
05-Dec-18,18435
06-Dec-18,18995
07-Dec-18,19625
08-Dec-18,20013
09-Dec-18,20210
10-Dec-18,20863
11-Dec-18,21260
12-Dec-18,21224
13-Dec-18,21411
14-Dec-18,21435
15-Dec-18,21439
16-Dec-18,21586
17-Dec-18,21829
18-Dec-18,23478
19-Dec-18,25810
20-Dec-18,27375
21-Dec-18,29016
22-Dec-18,33346
23-Dec-18,33271
24-Dec-18,34822
25-Dec-18,35145
26-Dec-18,35732
27-Dec-18,37068
28-Dec-18,37500
29-Dec-18,37501
30-Dec-18,36669
31-Dec-18,33818
01-Jan-19,34485
02-Jan-19,35299
03-Jan-19,34847
04-Jan-19,33972
05-Jan-19,32862
06-Jan-19,31808
07-Jan-19,29501
08-Jan-19,29089
09-Jan-19,29270
10-Jan-19,28682
11-Jan-19,27931
12-Jan-19,27464
13-Jan-19,27015
14-Jan-19,26321
15-Jan-19,26400
16-Jan-19,25715
17-Jan-19,24745
18-Jan-19,24068
19-Jan-19,23818
20-Jan-19,23161
21-Jan-19,21689
22-Jan-19,21516
23-Jan-19,21297
24-Jan-19,20267
25-Jan-19,19598
26-Jan-19,19335
27-Jan-19,19092
28-Jan-19,17900
29-Jan-19,17665
30-Jan-19,17209
31-Jan-19,16588
01-Feb-19,16508
02-Feb-19,16290
03-Feb-19,15939
04-Feb-19,15267
05-Feb-19,14883
06-Feb-19,14626
07-Feb-19,14318
08-Feb-19,14020
09-Feb-19,14025
10-Feb-19,13885
11-Feb-19,13577
12-Feb-19,13616
13-Feb-19,13538
14-Feb-19,13493
15-Feb-19,13476
16-Feb-19,13426
17-Feb-19,13780
18-Feb-19,15258
19-Feb-19,15616
20-Feb-19,15487
21-Feb-19,15606
22-Feb-19,15417
23-Feb-19,15348
24-Feb-19,15365
25-Feb-19,15919
26-Feb-19,16131
27-Feb-19,16062
28-Feb-19,16346
01-Mar-19,16848
02-Mar-19,17236
03-Mar-19,17709
04-Mar-19,18324
05-Mar-19,19124
06-Mar-19,19195
07-Mar-19,19303
08-Mar-19,19665
09-Mar-19,19922
10-Mar-19,19995
11-Mar-19,19919
12-Mar-19,19710
13-Mar-19,19361
14-Mar-19,18991
15-Mar-19,18934
16-Mar-19,18668
17-Mar-19,18512
18-Mar-19,17525
19-Mar-19,17111
20-Mar-19,17060
21-Mar-19,17593
22-Mar-19,17837
23-Mar-19,18057
24-Mar-19,17995
25-Mar-19,17676
26-Mar-19,17258
27-Mar-19,17429
28-Mar-19,17512
29-Mar-19,17507
30-Mar-19,17345
31-Mar-19,17242
01-Apr-19,16585
02-Apr-19,16482
03-Apr-19,16306
04-Apr-19,15911
05-Apr-19,15640
06-Apr-19,15302
07-Apr-19,15350
08-Apr-19,15167
09-Apr-19,15287
10-Apr-19,15264
11-Apr-19,14999
12-Apr-19,14829
13-Apr-19,14808
14-Apr-19,14785
15-Apr-19,15123
16-Apr-19,15302
17-Apr-19,15644
18-Apr-19,18892
19-Apr-19,20650
20-Apr-19,21747
21-Apr-19,21121
22-Apr-19,20485
23-Apr-19,20455
24-Apr-19,20604
25-Apr-19,20699
26-Apr-19,20649
27-Apr-19,20827
28-Apr-19,20810
29-Apr-19,20406
30-Apr-19,20268
01-May-19,20638
02-May-19,21062
03-May-19,21123
04-May-19,21518
05-May-19,21764
06-May-19,21900
07-May-19,22415
08-May-19,23092
09-May-19,22814
10-May-19,21534
11-May-19,20484
12-May-19,19041
13-May-19,17822
14-May-19,17206
15-May-19,16668
16-May-19,15736
17-May-19,15205
18-May-19,14629
19-May-19,14191
20-May-19,13799
21-May-19,13097
22-May-19,12973
23-May-19,12933
24-May-19,12673
25-May-19,12757
26-May-19,12832
27-May-19,13127
28-May-19,13315
29-May-19,13483
30-May-19,13468
31-May-19,13877
01-Jun-19,14068
02-Jun-19,14399
03-Jun-19,14920
04-Jun-19,15705
05-Jun-19,15883
06-Jun-19,15916
07-Jun-19,16277
08-Jun-19,16953
09-Jun-19,16651
10-Jun-19,15529
11-Jun-19,14677
12-Jun-19,14018
13-Jun-19,14182
14-Jun-19,14063
15-Jun-19,14022
16-Jun-19,13814
17-Jun-19,13789
18-Jun-19,14231
19-Jun-19,14852
20-Jun-19,16463
21-Jun-19,17592
22-Jun-19,18073
23-Jun-19,18573
24-Jun-19,20679
25-Jun-19,21305
26-Jun-19,21644
27-Jun-19,22710
28-Jun-19,24257
29-Jun-19,26218
30-Jun-19,27262
01-Jul-19,29791
02-Jul-19,31810
03-Jul-19,37091
04-Jul-19,42434
05-Jul-19,44309
06-Jul-19,44103
07-Jul-19,44314
08-Jul-19,45952
09-Jul-19,47875
10-Jul-19,51367
11-Jul-19,52899
12-Jul-19,53614
13-Jul-19,53881
14-Jul-19,55731
15-Jul-19,60751
16-Jul-19,63347
17-Jul-19,65218
18-Jul-19,66052
19-Jul-19,65728
20-Jul-19,65700
21-Jul-19,66037
22-Jul-19,67095
23-Jul-19,67522
24-Jul-19,67913
25-Jul-19,69389
26-Jul-19,70663
27-Jul-19,72400
28-Jul-19,72854
29-Jul-19,74300
30-Jul-19,75448
31-Jul-19,75329
